identifier;titulo;autor;co_autor;orientador;data;paginas;local_publicacao;subjects;modelo_trabalho;descricao;local_defesa
9788560921010;Nas teias do sagrado registros da religiosidade afro-brasileira em Belo Horizonte;Morais, Mariana Ramos de;;;2010;123 p;Brazil Belo Horizonte;BL2590.B7 M67 2010|Afro-Brazilian cults Brazil Belo Horizonte|Candomblé (Religion) Brazil Belo Horizonte|RELIGIÕES AFRO-BRASILEIRAS MINAS GERAIS|RELIGIÕES AFRO-BRASILEIRAS BELO HORIZONTE (MG)|CULTURA AFRO-BRASILEIRA BELO HORIZONTE (MG)|CANDOMBLÉ|UMBANDA|Belo Horizonte (Brazil) Religious life and customs;Livro;;Belo Horizonte Espaço
9788592736088;O teatro negro em perspectiva dramaturgia e cena negra no Brasil e em Cuba;Alexandre, Marcos Antônio;;;2017;426 p;BRASIL CUBA;TEATRO HISTÓRIA E CRÍTICA BRASIL CUBA|CULTURA AFRO-BRASILEIRA|AFRODESCENDENTES|NEGROS;Livro;Inclui a tradução da peça Maria Antônia, de Eugenio Hernandez Espinosa;Rio de Janeiro
00053;Teoria da cultura de massa;Adorno, Theodor W.;;Lima, Luiz Costa;1990;340 p;;COMUNICAÇÃO DE MASSA|INDÚSTRIA CULTURAL|CULTURA AFRO-BRASILEIRA;Livro;4. ed.;Rio de Janeiro
00116;A cultura no poder e o poder da cultura a construção da disputa simbólica da herança cultural negra no Brasil;Santos, Jocélio Teles dos;;Montes, Maria Lúcia Aparecida;2000;285 p;BRASIL;ANTROPOLOGIA CULTURAL E SOCIAL BRASIL|NEGROS BRASIL|CULTURA AFRO-BRASILEIRA;Tese;Este trabalho examina a relação poder e cultura afro-brasileira que se estabelece desde os anos cinqüenta através de políticas oficiais, e os elementos da cultura afro-brasileira que foram envolvidos na política cultural. A análise tem como pontofocal o Estado da Bahia e as políticas oficiais ali desenvolvidas, pois a Bahia é o espaço geográfico/cultural onde se fixou e cristalizou a idéia de um Estado negro;São Paulo
00843;Filosofia iorubá e corporeidade possibilidades didáticas para a implementação da Lei 10.639/03;Dias, Marina Nunes;;;2025;p. 79-95;;RELAÇÕES ÉTNICAS E RACIAIS EDUCAÇÃO|CULTURA AFRO-BRASILEIRA ESTUDO E ENSINO|CULTURA INDÍGENA ESTUDO E ENSINO|FORMAÇÃO DE PROFESSORES|ARTE AFRO-BRASILEIRA EDUCAÇÃO|ESCOLA PÚBLICA|DECOLONIALIDADE EDUCAÇÃO|RACISMO|CURRÍCULOS E PROGRAMAS;Periódico / Parte de livro;Disponível em: https://ppghdl.fflch.usp.br/livro-artes-urbanas-culturas-afro-diasporicas-educacao. Acesso em: 02 dez. 2025;Embu das Artes
00520;Entre o visível e o oculto a construção do conceito de arte afro-brasileira;Menezes Neto, Hélio Santos;;Schwarcz, Lilia Katri Moritz;2017;234 p;SALVADOR (BA) SÃO PAULO;MUSEUS SALVADOR (BA) SÃO PAULO|CULTURA AFRO-AMERICANA|ARTE AFRO-BRASILEIRA|NEGROS CULTURA;Tese;Essa dissertação versa sobre a noção de arte afro-brasileira, tomando os principais estudos voltados à questão, exposições emblemáticas ao redor do tema e os contextos de fundação e expografia de duas instituições decisivas da área o Museu Afro-Brasileiro, em Salvador, e o Museu Afro Brasil, em São Paulo como meios privilegiados de acesso às disputas conceituais e políticas que a constituem. Subjaz ao entendimento geral do estudo que as dificuldades de conceituação dessa arte de muitos nomes negra, afrodescendente, afro-orientada, diaspórica, preta etc. e os distintos significados que lhe foram sendo atribuídos ao longo do século XX, se relacionam de maneira incerta, porém constante, com as ambiguidades que informam as relações raciais no Brasil. Os capítulos que compõem essa dissertação buscam se debruçar sobre esse mosaico de usos, interpretações e definições que dão corpo e sentido, ainda que instável, ao termo. Afinal, quando se faz ou se fala em arte afrobrasileira, do que se está falando e o que se está fazendo? Quando uma exposição ou museu são organizados em torno desse conceito, que critérios e entendimentos são por eles acionados e, por fim, também criados?;São Paulo
8524901950;Significado do protesto negro;Fernandes, Florestan;;;1989;111 p;Brazil;F2659.N4 F43 1989|Blacks Brazil Social conditions.|SOCIOLOGIA|CULTURA AFRO-BRASILEIRA|NEGROS (CONDICÕES SOCIAIS) BRASIL;Livro;;São Paulo Cortez
00064;Candomblé;Medeiros, José;;;1957;[83] p;SALVADOR (BA);BL2490|Voodooism|Negroes in Bahia, Brazil (State)|CANDOMBLÉ|CULTURA AFRO-BRASILEIRA SALVADOR (BA)|Bahia (Brazil : State) Religion;Livro;"""Esse material, devulgado nas páginas da revista °O Cruzeiro,þ é reunido agora neste livro, a êle se juntando novas fotografias, posteriormente colhidas, de modo a completar a documentação [sic]""";[Rio de Janeiro]
8534703469;Xirê! o modo de crer e de viver no candomblé;Amaral, Rita;;;c2002;119 p.;Brazil;BL2592.C35 A62 2002|Candomblé (Religion) Brazil|Afro-Brazilian cults|Orishas Brazil|CANDOMBLÉ|CULTURA AFRO-BRASILEIRA;Livro;;Rio de Janeiro
00732;Imagens da escravidão o outro do outro (séculos 16 ao 19);Schwarcz, Lilia Moritz;;;2018;p. 524-538;;CATÁLOGO DE EXPOSIÇÃO|ARTE AFRO-BRASILEIRA|ESCRAVIDÃO|HISTÓRIA DA ARTE|SOCIOLOGIA DA ARTE|CULTURA AFRO-BRASILEIRA|NEGROS;Periódico / Parte de livro;Catálogo da exposição realizada no MASP e no Instituto Tomie Ohtake, no período de 30/6 a 21/10/2018;São Paulo Instituto
9788587478269;Afrocentricidade uma abordagem epistemologica inovadora;Nascimento, Elisa Larkin;;;2009;398 p;BRASIL;CULTURA AFRO-BRASILEIRA|NEGROS (ASPECTOS ANTROPOLÓGICOS) BRASIL;Livro;;São Paulo Selo
00082;Irmandades negras outro espaco de luta e resistencia, 1870-1890;Quintao, Antonia Aparecida;;Wernet, Augustin;1991;182 p;BRASIL;RELIGIÕES AFRO-BRASILEIRAS|NEGROS BRASIL|RACISMO (SOCIOLOGIA)|CULTURA AFRO-BRASILEIRA|IRMANDADES BRASIL;Tese;Objetiva resgatar o papel das irmandades religiosas negras no periodo final da escravidao em sao paulo. O ano de 1870 revela o momento em que a igreja catolica sob a influencia do processo de romanizacao, passa a intervir nas irmandades, cuja pratica de fe religiosa divergia das orientacoes de roma, e do modelo de catolicismo que se pretendia universalizar. E nesse contexto que se situa o conflito que envolveu a elaboracao do novo compromisso (estatuto) para a irmandade de nossa senhora do rosario dos homens pretos de sao paulo. Destaca-se ainda nesta pesquisa, a atuacao dos caifazes (grupos de abolicionistas liderados por antonio bento, sucessor de luiz gama) nas irmandades negras, mostrando nao apenas a participacao de seus membros nesse movimento, como tambem a grande comunicacao que existia entre as irmandades negras do rosario, de santa efigenia e santo elesbao e de sao benedito. Por fim, no ano de 1890 a irmandade de santa efigenia e santo elesbao foi dissolvida e os seus membros foram expulsos do templo por eles mesmos construido, apos um longo periodo de conflito com o vigario jose de camargo barros, que na casa de fabrica da irmandade construiu uma capela ao santissimo sacramento, devocao esta mais coerente com as praticas do catolicismo romano, que se procurava difundir;São Paulo
00660;Reunimo-nos no final de 2019 ... [Apresentação];Gubernikoff, Giselle;;Amaral, Mônica Guimarães Teixeira do;2022;p. 6-16;;PRODUÇÃO CINEMATOGRÁFICA|CINEMA|ANÁLISE DE CONTEÚDO|NEGROS|CULTURA AFRO-BRASILEIRA|DECOLONIALIDADE;Periódico / Parte de livro;Disponível em: https://doi.org/10.11606/9786587047386. Acesso em: 25 out. 2023;São Paulo
8572443711;História e cultura afro-brasileira;Mattos, Regiane Augusto de;;;2007;217 p;Brazil;"F2659.N4|Africans Brazil History|Brazil Civilization African influences|Afro-Brazilian cults|Blacks Brazil Civilization|Fugitive slave communities Brazil|Quilombos|Slave trade Africa History|Slave trade Brazil History|Slavery Brazil History|AFRICANOS (CULTURA;HISTÓRIA) BRASIL|CULTURA AFRO-BRASILEIRA|ESCRAVOS (HISTÓRIA) BRASIL|ESCRAVIDÃO (HISTÓRIA) BRASIL";Livro;Includes bibliographical references;São Paulo Contexto
00087;Arte afro-brasileira e tema de curso. [Entrevista];Silva, D M;;;1989;p.1;;ARTE AFRO-BRASILEIRA;Periódico / Parte de livro;;São Paulo
00450;Momentos do cinema afro-brasileiro retrospectiva;Cinema da Universidade de São Paulo - CINUSP (São Paulo);"Gerber, Raquel; Mourão, Maria Dora G.; Amaral, Cristina; Böhm, Rudi";Gurgel Júnior, Ricardo;1995;48 p;BRASIL;CINEMA SÉCULO 20 BRASIL|FESTIVAIS DE CINEMA SÉCULO 20 BRASIL|FILMES TEMAS|CULTURA AFRO-BRASILEIRA;Livro;"Catálogo publicado por ocasião da mostra realizada de 6 a 17 de novembro de 1995, CINUSP ""Paulo Emílio"", São Paulo; de 23 de novembro a 3 de dezembro de 1995, FAN - Festival Internacional de Arte Negra de Belo Horizonte, Prefeitura Municipal de Cultura, Belo Horizonte; e de 27 a 30 de novembro de 1995, Cinema Nazaré Liberdade, São Paulo";São Paulo
00014;Folclore do açúcar;Ribeiro, Joaquim;;;[1977];227 p;Brazil;GR133.B6 R518 1977|Sugar Brazil Folklore|Folklore Brazil|Sugarcane Brazil Folklore|CULTURA AFRO-BRASILEIRA|CULTURA POPULAR BRASIL|EDUCAÇÃO|Brazil Social life and customs;Livro;;[Rio de Janeiro]
9786589909033;Rubem Valentim 1922-1991 : sagrada geometria;Fonteles, Bené;;;2022;291 p;BRASIL;Valentim, Rubem 1922-1991|ARTE SÉCULO 20 BRASIL|ARTE AFRO-BRASILEIRA|PINTURA SÉCULO 20 BRASIL|ESCULTURA SÉCULO 20 BRASIL;Livro;;Rio de Janeiro
9788567030005;África Bantu de que África estamos falando?;Silva, Dilma de Melo;;Associação de Cultura Banto do Litoral Norte (São Paulo);2013;p. 43-48;ÁFRICA (INFLUÊNCIA BRASILEIRA);Bantu (grupo etnolinguístico)|CULTURA AFRO-BRASILEIRA|RELIGIÕES AFRO-BRASILEIRAS|ÁFRICA (INFLUÊNCIA BRASILEIRA)|BRASIL (INFLUÊNCIA AFRICANA);Periódico / Parte de livro;Acompanha DVD que se encontra na Seção de Multimeios - DVD3309;São Paulo Acubalin
00731;Flores, votos e balas, o movimento abolicionista brasileiro;Alonso, Angela;;;2018;p. 400-406 (v.2);;CATÁLOGO DE EXPOSIÇÃO|ARTE AFRO-BRASILEIRA|ESCRAVIDÃO|HISTÓRIA DA ARTE|SOCIOLOGIA DA ARTE|CULTURA AFRO-BRASILEIRA|NEGROS;Periódico / Parte de livro;Catálogo da exposição realizada no MASP e no Instituto Tomie Ohtake, no período de 30/6 a 21/10/2018;São Paulo Instituto
00353;Musica de culto afrobahiana;Herskovits, Melville J (Melville Jean);;Waterman, Richard Alan 1914-1971,;1950];[65]-127 p;;ML350 .H37|Music, African|Music, Brazilian|MÚSICA|CULTURA AFRO-BRASILEIRA;Livro;"""Sovretiro de la Revista de estudios musicales año I no. 2, dic. 1949, del Departamento de Musicologia, Escuela Superior de Música, Universidad Nacional de Cuyo, Mendoza (Argentina)";[N.p 1950]
00085;Cultura afro-brasileira e a musica popular uma abordagem linguistica;Nabhan, Neuza Neif;;Escravidao Congresso Internacional (1988 São Paulo);1988;p.213;;CULTURA AFRO-BRASILEIRA;Periódico / Parte de livro;;São Paulo Universidade
9788589462068;O Reinado da Irmandade de Nossa Senhora do Rosário do Jatobá Belo Horizonte - MG;Kishimoto, Alexandre;"Troncarelli, Maria Cristina; Dias, Paulo; Ministério da Cultura";Petrobras;2015;224 p;MINAS GERAIS;CULTURA AFRO-BRASILEIRA|DANÇA RELIGIOSA MINAS GERAIS|CONGADAS MINAS GERAIS|PATRIMÔNIO CULTURAL|ANTROPOLOGIA CULTURAL E SOCIAL;Livro;Acompanha 1 CD e 1 DVD;São Paulo Associação
00612;Memórias Negras Gerlânia Bezerra da Costa, Jéssica Ariane Campaneri Sposito, Maria Eduarda Vital Ramos;Costa, Gerlânia Bezerra da;"Negrelos, Eulalia Portela; Oliveira, Joana D?Arc de; Sposito, Jéssica Ariane Campaneri; Ramos, Maria Eduarda Vital Ramos; Almeida, Edison Santiago de";Simpósio Internacional de Iniciação Científica e Tecnológica da Universidade de São Paulo - SIICUSP 2022 São Carlos);2022;2 p;;PATRIMÔNIO CULTURAL|CULTURA AFRO-BRASILEIRA|MEMÓRIA CULTURAL;Periódico / Parte de livro;Disponível em: https://uspdigital.usp.br/siicusp/siicPublicacao.jsp?codmnu=7210. Acesso em: 07 fev. 2023;São Paulo Universidade
9788547342050;Gramáticas das corporeidades afrodiaspóricas perspectivas etnográficas;Tavares, Julio Cesar de;;;2020;301 p;;CULTURA AFRO-BRASILEIRA;Livro;;Curitiba Appris
00046;Candomblés da Bahia;Carneiro, Edison;;;[1961];189 p;;BL2490 .C28 1961|Umbanda (Cult)|Blacks in Salvador, Brazil|CANDOMBLÉ|CULTURA AFRO-BRASILEIRA;Livro;3. ed;[Rio de Janeiro]
8574311278;Cultura negra e dominação;Barbosa, Wilson do Nascimento;;;2002;132 p;;"CULTURA AFRO-BRASILEIRA|NEGROS (CULTURA;CONDICÕES SOCIAIS)";Periódico / Parte de livro;;São Leopoldo Editora
9788531000492_(v.1);Histórias afro-atlânticas = afro-atlantic histories;Pedrosa, Adriano;"Toledo, Tomás; Schwarcz, Lilia Moritz; Heráclito, Ayrson; Menezes, Hélio";Mesquita, André;2018;2 v;;CATÁLOGO DE EXPOSIÇÃO|ARTE AFRO-BRASILEIRA|ESCRAVIDÃO|HISTÓRIA DA ARTE|SOCIOLOGIA DA ARTE|CULTURA AFRO-BRASILEIRA|NEGROS;Livro;Catálogo da exposição realizada no MASP e no Instituto Tomie Ohtake, no período de 30/6 a 21/10/2018;São Paulo Instituto
00414;Pai Cacique e os filhos da Estrela Guia processos identitários e cura na Legião Branca Mestre Jesus;Lemos, Daniela Torres de Andrade;;Bairrao, Jose Francisco Miguel Henriques;2014;148 p;;ETNOPSICOLOGIA|PSICANÁLISE|CULTURA AFRO-BRASILEIRA|CULTOS;Tese;A Legião Branca Mestre Jesus é um tradicional centro de Umbanda, conhecido por se dedicar às praticas de cura, localizado na cidade de Santa Rita do Passa Quatro. O objetivo desta pesquisa foi investigar e descrever os processos de transformação identitária em adeptos e médiuns deste Centro, mediante seu acompanhamento longitudinal. Para esse efeito, foi feita uma etnografia com especial atenção aos significantes que se repetem no complexo simbólico das entidades espirituais e narrativas de vida dos médiuns. Foram realizadas entrevistas abertas individuais com médiuns iniciantes e atuais líderes, a respeito de sua vida pessoal e sua relação com o Centro. A análise dos dados se baseou na psicanálise lacaniana, apoiando-se em especial nos conceito de identificação e nos estudos sobre possessão. Os resultados indicam repetição dos significantes família, trabalho, justiça, luz e caminho. As transformações identitárias envolvem ressignificação de marcas simbólicas relacionadas a conflitos familiares através da afiliação à família espiritual da L.B.M.J. e aos valores de responsabilização perante o sofrimento do outro. Também verificou-se transformação das profissões dos médiuns em formas de trabalho espiritual norteadas por um bem fazer e combinando elementos simbólicos da L.B.M.J. a um modo de agir dos caboclos e pretos-velhos que implica trabalho justo. A iniciação como médium envolve reposicionamento subjetivo de alguém a ser cuidado para alguém que cuida. O adepto é visto como;Ribeirão Preto
9788534705141;Literatura afro-brasileira 100 autores do século XVIII ao XXI;Duarte, Eduardo de Assis;;Cruz, Adélcio de Souza;2021;294 p;ÁFRICA BRASIL;LITERATURA ÁFRICA BRASIL|CULTURA AFRO-BRASILEIRA;Livro;2. ed;Rio de Janeiro
00630;Sinto-me muito honrada ao escrever.... [Prefácio];Barone, Ana Cláudia Castilho;;;2022;p. 20-23;BRASIL;MODA ASPECTOS CULTURAIS BRASIL|CULTURA AFRO-BRASILEIRA|NEGROS|DESIGN;Periódico / Parte de livro;Disponível em: http://dx.doi.org/10.11606/issn.2317-2762.posfau.2020.162808. Acesso em: 23 jun. 2023;São Paulo
9788563972088_(pbk.);Afronegros, seus descendentes Brasil, uma bibliografia em construção 1637-2011;Moura, Carlos Eugênio Marcondes de;;;2012;304 p;BRASIL;BIBLIOGRAFIAS|NEGROS BRASIL|AFRODESCENDENTES|CULTURA AFRO-BRASILEIRA|HISTÓRIA DO BRASIL;Livro;;São Paulo Museu
00860;Plantando axé religiões afro-brasileiras e movimento negro;Centro de Estudos e Defesa do Negro do Pará (CEDENPA);;;1997;144 p.;BRASIL;RELIGIÕES AFRO-BRASILEIRAS|NEGROS BRASIL|CULTURA AFRO-BRASILEIRA|MOVIMENTOS SOCIAIS BRASIL;Livro;;Belém Editora Supercores
00688;Um dia com Jerusa reflexões sobre um cinema negro;Silva, Larissa Carolina da;;Avancini, Atílio;2023;36 p;BRASIL;Um dia com Jerusa (filme)|Ferreira, Viviane|CINEMA SÉCULO 21 BRASIL|MULHERES NEGRAS|MULHERES NA ARTE|CINEMA NEGRO|CULTURA AFRO-BRASILEIRA|ANÁLISE DE CONTEÚDO|NEGROS BRASIL SÃO PAULO (SP);TC   TRABALHO DE CONCLUSAO DE CURSO - TCC   56   2023;A obra Um Dia Com Jerusa, produzida pela diretora Viviane Ferreira e lançada em 2020, é o segundo longa-metragem realizado por uma mulher negra no Brasil. O primeiro filme é ocupado pela produção de Adélia Sampaio, Amor Maldito, estreado em 1984. A diferença de 37 anos entre o primeiro longa e o segundo evidenciam a falta de representatividade de mulheres negras nas produções de longa-metragem no Brasil. A partir desse pensamento, o presente trabalho propõe um estudo da narrativa do filme Um Dia Com Jerusa, analisando os elementos que o compõe para realizar uma reflexão acerca da presença de simbologias da cultura negra brasileira. Para isso foram utilizados conceitos teóricos sobre o cinema negro para fazer conexões com o conteúdo do filme. Foram realizadas entrevistas com a pesquisadora Lilian Solá Santiago, e com dois participantes do filme, a diretora de fotografia, Lílis Soares, e o produtor da trilha sonora, Allan Abbadia. No anexo há quatro perguntas respondidas por Viviane Ferreira concluindo a análise do filme, pode-se entender as respostas como considerações finais da própria cineasta acerca de sua obra. Percebe-se que o longa reúne diversos elementos que fazem parte da história do povo negro da cidade de São Paulo e faz pontes com as questões da memória, ancestralidade e a representação da mulher negra;São Paulo
00060;"Costumes africanos no Brasil;";Querino, Manuel;;;1938;351, [1] p;Brazil;F2659.N4 Q6|Blacks Brazil|Negroes in Bahia, Brazil (State)|Folklore, Negro|Cookery, Brazilian|CULTURA AFRO-BRASILEIRA;Livro;At head of title: Manuel Querino;Rio de Janeiro
00376;Principe de participacion et principe de coupure la contribution de Roger Bastide à leur définition sociologique;Queiroz, Maria Isaura Pereira de;;;1979;p.147-157;;Bastide, Roger 1898-1974|RELIGIÕES AFRO-BRASILEIRAS|CULTURA AFRO-BRASILEIRA;Livro;;Paris Priester
9788534704700;Educação nos terreiros e como a escola se relaciona com crianças de candomblé;Caputo, Stela Guedes;;;2012;292 p;Brazil;BL2592.C35 C364 2012|Candombl e (Religion) Brazil|Religious education of children Brazil|Discrimination in education Brazil|Afro-Brazilian cults Brazil|EDUCAÇÃO RELIGIOSA|CRIANÇAS (EDUCAÇÃO)|CANDOMBLÉ|DISCRIMINAÇÃO (EDUCAÇÃO)|CULTURA AFRO-BRASILEIRA;Livro;;Rio de Janeiro
9788879755870;I prìncipi del destino storie tratte dalla mitologia afrobrasiliana;Prandi, Reginaldo;;;2013;113 p;;MITOLOGIA|CULTURA AFRO-BRASILEIRA|CONTO;Periódico / Parte de livro;;Roma
9788562459481;Os atabaques da Manchester subjetividades, trajetórias e identidades religiosas afro-brasileiras em Joinville, SC (1980-2000);Machado, Gerson;;;2014;376 p;JOINVILLE (SC);CANDOMBLÉ ASPECTOS HISTÓRICOS JOINVILLE (SC)|CULTOS JOINVILLE (SC)|RITUAIS RELIGIOSOS|ORIXÁS|RELIGIÕES AFRO-BRASILEIRAS JOINVILLE (SC)|CULTURA AFRO-BRASILEIRA ASPECTOS RELIGIOSOS JOINVILLE (SC);Livro;;Itajaí Casa Aberta
274752440X;Des plantes et des dieux dans les cultes afro-brésiliens essai d'ethnobotanique comparative Afrique-Brésil;Anthony, Ming;;Erny, Pierre;1982;233 p;Nigeria.;"DT515.45.Y67 A57 2001|Yoruba (African people) Ethnobotany Nigeria.|Yoruba (African people) Ethnobotany Brazil.|Ethnobotany Nigeria.|Ethnobotany Brazil.|CULTURA AFRO-BRASILEIRA|ETNOBOTÂNICA NIGÉRIA;BRASIL|PLANTAS MEDICINAIS|YORUBÁ";Livro;;Paris Éditions L'
9786556021126;Caroço de dendê a sabedoria dos terreiros;Yemonjá, Mãe Beata de (Beatriz Moreira da Costa);;Lody, Raul;2023;123 p;;LITERATURA BRASILEIRA|CONTO|CULTURA AFRO-BRASILEIRA|CANDOMBLÉ;Livro;3. ed;Rio de Janeiro
00677;Corpo-território lugares grafados por travessias afrodiaspóricas;Palmeira, Fabiana Oliveira;Sanches, Aline Coelho;Oliveira, Joana D'arc de;2023;151 p;CAMPINAS (SP);CULTURA AFRO-BRASILEIRA|PATRIMÔNIO CULTURAL|MEMÓRIAS|NEGROS|EQUIPAMENTO URBANO|CAMPINAS (SP);TC   TRABALHO DE CONCLUSAO DE CURSO - TCC   56   2023;Trabalho de Graduação Integrado (TGI) em Arquitetura e Urbanismo, Instituto de Arquitetura e Urbanismo de São Carlos, Universidade de São Paulo;São Carlos
9788523201968;Rumores de festa O sagrado e o profano na Bahia;Serra, Ordep José Trindade;;;2000;166 p.;BAHIA;CARNAVAL (CULTURA) BAHIA|FESTAS POPULARES BAHIA|CULTURA AFRO-BRASILEIRA BAHIA|CULTURA BRASILEIRA;Livro;;Salvador
00279;A configuração da curadoria de arte afro-brasileira de Emanoel Araujo;Souza, Marcelo de Salete;;Silva, Dilma de Melo;2009;252 p;;CULTURA AFRO-BRASILEIRA|MUSEOLOGIA|ARTE AFRO-BRASILEIRA|ARTE CONTEMPORÂNEA|EXPOSIÇÕES DE ARTE|ARTES PLÁSTICAS|CURADORIA MUSEOLÓGICA;Tese;Este trabalho objetiva realizar um estudo sobre a curadoria de Emanoel Araujo, artista, colecionador e curador baiano. Focaremos compreender os interesses do curador em suas mostras sobre arte afro-brasileira. A atividade de Araujo acontece dentro do museu de arte e tem como objetivo último o ato expositivo. A sua maneira de ordenar as obras de arte no espaço cria uma narrativa sobre arte afro-brasileira que poucas vezes foi abordada dentro do museu. Perceber como é efetivada essa história, bem como quais são as consequências dela para a história da arte no Brasil, é uma tarefa urgente. O universo da exposição de Araujo, como um espaço privilegiado de debate e confronto, é de grande relevância para compreender como se efetiva a visualidade e representação do negro em toda a sociedade brasileira. Nesse sentido, a explanação sobre as principais exposições de Araujo no Brasil traz problemas e interrogações relevantes para se pensar a arte afro-brasileira e a arte brasileira como um todo. A curadoria da arte afro-brasileira de Araujo é ainda um campo de poucas abordagens acadêmicas. Pontuar como começou essa ação, como se efetivou e os seus desdobramentos dentro da história da arte é o nosso propósito;São Paulo
9800709975;Shango cult in Recife, Brazil;Carvalho, José Jorge de;;Segato, Rita Laura;1992;71 p.;RECIFE (PE);RELIGIÕES AFRO-BRASILEIRAS RECIFE (PE)|EXPERIÊNCIA RELIGIOSA RECIFE (PE)|CULTURA AFRO-BRASILEIRA RECIFE (PE)|CULTOS RECIFE (PE)|XANGÔ RECIFE (PE);Livro;;Caracas Fundef, Conac,
00275;Imaginário, corpo e caneta matriz afro-brasileira em educação de jovens e adultos;Rosa, Allan Santos da;;Porto, Maria do Rosario Silveira;2009;187 p;;IMAGINÁRIO|MITOLOGIA|SÍMBOLO|CULTURA AFRO-BRASILEIRA|ORALIDADE|LETRAMENTO|COMPLEXIDADE|EDUCAÇÃO DE JOVENS E ADULTOS;Tese;Esta dissertação consiste num esforço de compreensão referente à prática e à pesquisa teórica tecidas em Educação de Jovens e Adultos (EJA), a partir das relações complexas entre oralidade e escrita e enfatizando alternativas de contribuição próprias da cultura afro-brasileira, esta que é marcada pela força de sua oralidade e de seu pensamento mítico-simbólico. O trabalho partiu da realização de uma oficina no Centro de Integração e Educação de Jovens e Adultos (CIEJA) Campo Limpo, zona sul de São Paulo, que consistiu na apresentação de uma pedagogia sinestésica e escolheu levar à sala de aula elementos fortes da memória cultural afro-brasileira, por seu teor simbólico, para o trato com alunos em fase de letramento. Utilizando-se de instrumentos musicais, vídeos, tecidos, esculturas, poemas, estórias, folhas e plantas, dez encontros centraramse na história e na cultura afro-brasileiras, contemplando assim, também, os esforços em uma implementação efetiva e qualitativa da notória lei 10.639/03. Tendo como fundamentos teóricos os estudos tecidos por Gilbert Durand sobre o Imaginário, mais as concepções de Edgar Morin sobre paradigma, conhecimento e método, a dissertação fundamenta-se ainda nas contribuições de Joseph Campbell, Gaston Bachelard, Michel Maffesoli e Marcos Ferreira Santos sobre as questões centradas em mito, imagem, símbolo, arquétipo e razão sensível. Com a intenção de diferenciar as várias formas de relações que a(s) cultura(s) de matriz(es) africana(s) operou(aram) em relação às culturas hegemônicas na história de nosso país, problematizando os usos indiscriminados dos conceitos sincretismo e hibridismo, baseio-me nos estudos de Muniz Sodré, Leda Maria Martins e Eduardo David de Oliveira, destacando as dimensões de jogo, luta, segredo, regra e ancestralidade que caracterizam a afrobrasilidade, relacionando-as às diretrizes teóricas de Durand;São Paulo
00011;Aspectos do folclore de uma comunidade;Eduardo, Octavio da Costa;;;1951;;;CULTURA AFRO-BRASILEIRA;Livro;;São Paulo Dep
00306;A espacialização das festas afro-brasileiras em Itu;Silva, Patrícia Paula;Martins, Elvio Rodrigues;Encontro de Pós-Graduandos - EPOG 2010 São Paulo);2010;p. 270-271;ITU (SP);ESPAÇO URBANO (ORGANIZAÇÃO) ITU (SP)|FESTAS ITU (SP)|CULTURA AFRO-BRASILEIRA;Periódico / Parte de livro;;São Paulo
00829;Cultura negra em tempos pós-modernos;Luz, Marco Aurélio;;;1992;127 p.;;CULTURA pós-moderno|NEGROS pós-moderno|CULTURA AFRO-BRASILEIRA pós-moderno;Livro;;Salvador Sociedade de
9788566741223;Jaime Lauriano mapeando;Vieira, Luiz;;Francisco, Adriana;2025;230 p;BRASIL;Lauriano, Jaime 1985-|ARTE SÉCULO 21 BRASIL|ARTE TEMAS|CULTURA AFRO-BRASILEIRA|INSTALAÇÃO (ARTES PLÁSTICAS) SÉCULO 21 BRASIL|PINTURA SÉCULO 21 BRASIL|ESCULTURA SÉCULO 21 BRASIL|DESENHO;Livro;;São Paulo Nara
00763;Pensamento social negro radical latino-americano. [Apresentação];Oliveira, Dennis de;;;2025;p. 5-6;AMÉRICA LATINA;RELAÇÕES ÉTNICAS E RACIAIS AMÉRICA LATINA|RACISMO AMÉRICA LATINA|DECOLONIALIDADE AMÉRICA LATINA|CULTURA AFRO-BRASILEIRA;Periódico / Parte de livro;Disponível em: https://doi.org/10.11606/extraprensa2024.237720. Acesso em: 03 jul. 2025;São Paulo
00091;Pombagira dos candomblés e umbandas e as faces inconfessas do Brasil;Prandi, Reginaldo;;;1994;p. 91-102;;CIÊNCIAS HUMANAS|CIÊNCIAS SOCIAIS|RELIGIÕES AFRO-BRASILEIRAS|CULTURA AFRO-BRASILEIRA;Periódico / Parte de livro;;São Paulo
00686;Aportes e contribuições bantu na resistência contra a escravidão e na cultura brasileira;Munanga, Kabengele;;;2023;p. 43-55;BRASIL;CULTURA AFRO-BRASILEIRA HISTÓRIA|NEGROS ASPECTOS CULTURAIS HISTÓRIA BRASIL|ESCRAVIDÃO HISTÓRIA BRASIL;Periódico / Parte de livro;;São Paulo Hucitec
00880;África diversa revista;;;;2011-;;ÁFRICA;ÁFRICA|CULTURA AFRO-BRASILEIRA|RELIGIÕES AFRICANAS;Série;O Festival África Diversa é um encontro entre as culturas afro-brasileiras e africanas, que desde 2011 cria pontes entre artistas, pesquisadores e grupos que trabalham em permanente diálogo entre dimensões históricas e sociais contemporâneas, no Brasil e na África.;Rio de Janeiro
